Meta Data,Time Series (5min)
"Intraday (5min) open, high, low, close prices and volume",
SPY,
2009-01-30 19:55:00,
5min,
Full size,
US/Eastern,
,"{'1. open': '64.1500', '2. high': '64.2240', '3. low': '63.8150', '4. close': '63.9460', '5. volume': '2576165'}"
,"{'1. open': '64.0900', '2. high': '64.3220', '3. low': '63.9200', '4. close': '64.0660', '5. volume': '3925264'}"
,"{'1. open': '64.1050', '2. high': '64.1940', '3. low': '63.8450', '4. close': '64.0070', '5. volume': '2825394'}"
,"{'1. open': '64.1130', '2. high': '64.2170', '3. low': '63.8820', '4. close': '64.0270', '5. volume': '3436960'}"
,"{'1. open': '63.9250', '2. high': '64.2180', '3. low': '63.7620', '4. close': '64.0280', '5. volume': '2875287'}"
,"{'1. open': '64.0260', '2. high': '64.1340', '3. low': '63.7400', '4. close': '63.8400', '5. volume': '2500866'}"
,"{'1. open': '63.9920', '2. high': '64.1260', '3. low': '63.7320', '4. close': '63.9460', '5. volume': '2983751'}"
,"{'1. open': '63.9170', '2. high': '64.0740', '3. low': '63.6870', '4. close': '63.9080', '5. volume': '1864233'}"
,"{'1. open': '63.8720', '2. high': '64.1040', '3. low': '63.7020', '4. close': '63.8160', '5. volume': '4198982'}"
,"{'1. open': '63.8420', '2. high': '63.9760', '3. low': '63.6270', '4. close': '63.7800', '5. volume': '2741624'}"
,"{'1. open': '63.7440', '2. high': '63.9530', '3. low': '63.5300', '4. close': '63.7620', '5. volume': '2773923'}"
,"{'1. open': '63.8270', '2. high': '63.9160', '3. low': '63.5220', '4. close': '63.6680', '5. volume': '4172103'}"
,"{'1. open': '63.8950', '2. high': '64.0660', '3. low': '63.6650', '4. close': '63.7430', '5. volume': '2987772'}"
,"{'1. open': '63.8420', '2. high': '64.0890', '3. low': '63.6650', '4. close': '63.8100', '5. volume': '2918362'}"
,"{'1. open': '63.9320', '2. high': '64.0590', '3. low': '63.6420', '4. close': '63.7580', '5. volume': '1991543'}"
,"{'1. open': '64.0370', '2. high': '64.1340', '3. low': '63.7320', '4. close': '63.8480', '5. volume': '2956389'}"
,"{'1. open': '63.9170', '2. high': '64.1490', '3. low': '63.7530', '4. close': '63.9520', '5. volume': '2429607'}"
,"{'1. open': '63.9770', '2. high': '64.0470', '3. low': '63.7100', '4. close': '63.8330', '5. volume': '2478694'}"
,"{'1. open': '63.9920', '2. high': '64.0810', '3. low': '63.7700', '4. close': '63.8840', '5. volume': '2186210'}"
,"{'1. open': '63.8720', '2. high': '64.0590', '3. low': '63.6870', '4. close': '63.9000', '5. volume': '2980339'}"
,"{'1. open': '63.8720', '2. high': '64.0060', '3. low': '63.7020', '4. close': '63.7880', '5. volume': '2580056'}"
,"{'1. open': '63.9170', '2. high': '64.0060', '3. low': '63.6200', '4. close': '63.7880', '5. volume': '3906101'}"
,"{'1. open': '64.0450', '2. high': '64.1190', '3. low': '63.6950', '4. close': '63.8330', '5. volume': '5409645'}"
,"{'1. open': '64.1880', '2. high': '64.2690', '3. low': '63.8900', '4. close': '63.9610', '5. volume': '2493539'}"
,"{'1. open': '64.2180', '2. high': '64.3300', '3. low': '64.0250', '4. close': '64.0970', '5. volume': '1104058'}"
,"{'1. open': '64.2480', '2. high': '64.3300', '3. low': '63.9650', '4. close': '64.1330', '5. volume': '2583607'}"
,"{'1. open': '64.3980', '2. high': '64.5100', '3. low': '64.0920', '4. close': '64.1630', '5. volume': '1400030'}"
,"{'1. open': '64.3760', '2. high': '64.4650', '3. low': '64.1300', '4. close': '64.3100', '5. volume': '1517647'}"
,"{'1. open': '64.3010', '2. high': '64.4580', '3. low': '64.1070', '4. close': '64.2910', '5. volume': '1841352'}"
,"{'1. open': '64.3160', '2. high': '64.4500', '3. low': '64.1000', '4. close': '64.2230', '5. volume': '1861388'}"
,"{'1. open': '64.3010', '2. high': '64.3970', '3. low': '64.0770', '4. close': '64.2310', '5. volume': '1632356'}"
,"{'1. open': '64.1950', '2. high': '64.4120', '3. low': '64.0250', '4. close': '64.2160', '5. volume': '2252145'}"
,"{'1. open': '64.2030', '2. high': '64.3070', '3. low': '63.9870', '4. close': '64.1110', '5. volume': '1775702'}"
,"{'1. open': '64.4060', '2. high': '64.4800', '3. low': '63.9950', '4. close': '64.1180', '5. volume': '4031833'}"
,"{'1. open': '64.4210', '2. high': '64.5630', '3. low': '64.2270', '4. close': '64.3210', '5. volume': '1964877'}"
,"{'1. open': '64.3980', '2. high': '64.5180', '3. low': '64.1520', '4. close': '64.3360', '5. volume': '1886906'}"
,"{'1. open': '64.4580', '2. high': '64.5250', '3. low': '64.1900', '4. close': '64.3130', '5. volume': '2681260'}"
,"{'1. open': '64.5190', '2. high': '64.6310', '3. low': '64.3020', '4. close': '64.3730', '5. volume': '1944584'}"
,"{'1. open': '64.5340', '2. high': '64.6460', '3. low': '64.3320', '4. close': '64.4260', '5. volume': '1831940'}"
,"{'1. open': '64.5340', '2. high': '64.6160', '3. low': '64.3320', '4. close': '64.4480', '5. volume': '2013722'}"
,"{'1. open': '64.7740', '2. high': '64.8410', '3. low': '64.3770', '4. close': '64.4480', '5. volume': '2276201'}"
,"{'1. open': '64.7670', '2. high': '64.8860', '3. low': '64.5420', '4. close': '64.6960', '5. volume': '1604018'}"
,"{'1. open': '64.8120', '2. high': '64.9470', '3. low': '64.5800', '4. close': '64.6740', '5. volume': '2829154'}"
,"{'1. open': '64.6990', '2. high': '64.8860', '3. low': '64.5420', '4. close': '64.7260', '5. volume': '2700788'}"
,"{'1. open': '64.6990', '2. high': '64.8040', '3. low': '64.4670', '4. close': '64.6210', '5. volume': '1898817'}"
,"{'1. open': '64.8340', '2. high': '64.9170', '3. low': '64.5120', '4. close': '64.6140', '5. volume': '3156340'}"
,"{'1. open': '64.7890', '2. high': '64.9690', '3. low': '64.5420', '4. close': '64.7490', '5. volume': '3710223'}"
,"{'1. open': '64.5940', '2. high': '64.8940', '3. low': '64.3770', '4. close': '64.7040', '5. volume': '3504538'}"
,"{'1. open': '64.6390', '2. high': '64.7800', '3. low': '64.4150', '4. close': '64.5090', '5. volume': '2915161'}"
,"{'1. open': '64.6460', '2. high': '64.7810', '3. low': '64.4070', '4. close': '64.5540', '5. volume': '4101264'}"
,"{'1. open': '64.4960', '2. high': '64.7660', '3. low': '64.3020', '4. close': '64.5540', '5. volume': '3110685'}"
,"{'1. open': '64.6310', '2. high': '64.7210', '3. low': '64.2500', '4. close': '64.4110', '5. volume': '3003847'}"
,"{'1. open': '64.5490', '2. high': '64.7440', '3. low': '64.3470', '4. close': '64.5460', '5. volume': '2414460'}"
,"{'1. open': '64.5710', '2. high': '64.6830', '3. low': '64.2200', '4. close': '64.4710', '5. volume': '3108232'}"
,"{'1. open': '64.5710', '2. high': '64.7060', '3. low': '64.3170', '4. close': '64.4840', '5. volume': '3464822'}"
,"{'1. open': '64.4730', '2. high': '64.6380', '3. low': '64.1670', '4. close': '64.4860', '5. volume': '4634114'}"
,"{'1. open': '64.4730', '2. high': '64.6010', '3. low': '64.2570', '4. close': '64.3880', '5. volume': '3164065'}"
,"{'1. open': '64.5110', '2. high': '64.5860', '3. low': '64.0920', '4. close': '64.3880', '5. volume': '8992322'}"
,"{'1. open': '64.6010', '2. high': '64.6760', '3. low': '64.2350', '4. close': '64.4180', '5. volume': '3861976'}"
,"{'1. open': '64.6910', '2. high': '64.8340', '3. low': '64.3700', '4. close': '64.5160', '5. volume': '4271762'}"
,"{'1. open': '64.7520', '2. high': '64.8960', '3. low': '64.4970', '4. close': '64.6140', '5. volume': '3887722'}"
,"{'1. open': '64.6310', '2. high': '64.9090', '3. low': '64.4450', '4. close': '64.6660', '5. volume': '6474274'}"
,"{'1. open': '64.8640', '2. high': '64.9840', '3. low': '64.4000', '4. close': '64.5390', '5. volume': '6437409'}"
,"{'1. open': '64.7370', '2. high': '64.9470', '3. low': '64.5200', '4. close': '64.7860', '5. volume': '6496101'}"
,"{'1. open': '64.8570', '2. high': '64.9240', '3. low': '64.5570', '4. close': '64.6510', '5. volume': '778106'}"
,"{'1. open': '64.8790', '2. high': '64.9770', '3. low': '64.6770', '4. close': '64.7710', '5. volume': '283825'}"
,"{'1. open': '64.9170', '2. high': '64.9990', '3. low': '64.7070', '4. close': '64.7860', '5. volume': '143993'}"
,"{'1. open': '64.8870', '2. high': '65.0070', '3. low': '64.7000', '4. close': '64.8390', '5. volume': '726565'}"
,"{'1. open': '64.9700', '2. high': '65.0600', '3. low': '64.7220', '4. close': '64.8240', '5. volume': '291293'}"
,"{'1. open': '65.0150', '2. high': '65.0970', '3. low': '64.7970', '4. close': '64.8690', '5. volume': '234751'}"
,"{'1. open': '65.0600', '2. high': '65.1500', '3. low': '64.8570', '4. close': '64.9360', '5. volume': '160619'}"
,"{'1. open': '65.0900', '2. high': '65.1800', '3. low': '64.8570', '4. close': '64.9660', '5. volume': '325238'}"
,"{'1. open': '65.0820', '2. high': '65.2100', '3. low': '64.9250', '4. close': '64.9960', '5. volume': '172772'}"
,"{'1. open': '65.0220', '2. high': '65.1870', '3. low': '64.8420', '4. close': '64.9810', '5. volume': '319366'}"
,"{'1. open': '65.0070', '2. high': '65.1120', '3. low': '64.8120', '4. close': '64.9440', '5. volume': '262297'}"
,"{'1. open': '65.0150', '2. high': '65.1200', '3. low': '64.6850', '4. close': '64.9290', '5. volume': '1691686'}"
,"{'1. open': '65.0820', '2. high': '65.1800', '3. low': '64.7900', '4. close': '64.9290', '5. volume': '304274'}"
,"{'1. open': '65.0220', '2. high': '65.1570', '3. low': '64.8650', '4. close': '64.9960', '5. volume': '140682'}"
,"{'1. open': '65.0000', '2. high': '65.1200', '3. low': '64.8270', '4. close': '64.9360', '5. volume': '305717'}"
,"{'1. open': '65.0520', '2. high': '65.1270', '3. low': '64.8270', '4. close': '64.9210', '5. volume': '112691'}"
,"{'1. open': '65.1350', '2. high': '65.2250', '3. low': '64.9020', '4. close': '64.9740', '5. volume': '248768'}"
,"{'1. open': '65.1270', '2. high': '65.2400', '3. low': '64.9550', '4. close': '65.0570', '5. volume': '427447'}"
,"{'1. open': '65.1270', '2. high': '65.2250', '3. low': '64.9620', '4. close': '65.0340', '5. volume': '44610'}"
,"{'1. open': '65.1730', '2. high': '65.2400', '3. low': '64.9700', '4. close': '65.0420', '5. volume': '72388'}"
,"{'1. open': '65.2700', '2. high': '65.3460', '3. low': '64.9550', '4. close': '65.0790', '5. volume': '110261'}"
,"{'1. open': '65.3300', '2. high': '65.3980', '3. low': '65.1120', '4. close': '65.1920', '5. volume': '18816'}"
,"{'1. open': '65.3910', '2. high': '65.4660', '3. low': '65.1270', '4. close': '65.2440', '5. volume': '94494'}"
,"{'1. open': '65.2630', '2. high': '65.4880', '3. low': '65.0750', '4. close': '65.2740', '5. volume': '175138'}"
,"{'1. open': '65.2850', '2. high': '65.3910', '3. low': '65.0970', '4. close': '65.1920', '5. volume': '57344'}"
,"{'1. open': '65.2180', '2. high': '65.3680', '3. low': '65.0370', '4. close': '65.2140', '5. volume': '7076'}"
,"{'1. open': '65.2630', '2. high': '65.3610', '3. low': '65.0670', '4. close': '65.1390', '5. volume': '4900'}"
,"{'1. open': '65.2850', '2. high': '65.3830', '3. low': '65.0670', '4. close': '65.1840', '5. volume': '32292'}"
,"{'1. open': '65.2480', '2. high': '65.3530', '3. low': '65.0450', '4. close': '65.1990', '5. volume': '42697'}"
,"{'1. open': '65.1730', '2. high': '65.3910', '3. low': '65.0150', '4. close': '65.1540', '5. volume': '105752'}"
,"{'1. open': '65.0300', '2. high': '65.1350', '3. low': '64.8720', '4. close': '64.9510', '5. volume': '9100'}"
,"{'1. open': '65.0070', '2. high': '65.0900', '3. low': '64.8500', '4. close': '64.9360', '5. volume': '1100'}"
,"{'1. open': '64.9550', '2. high': '65.0220', '3. low': '64.7970', '4. close': '64.8690', '5. volume': '500'}"
,"{'1. open': '64.9700', '2. high': '65.0600', '3. low': '64.7220', '4. close': '64.7940', '5. volume': '27700'}"
,"{'1. open': '65.0000', '2. high': '65.0900', '3. low': '64.8200', '4. close': '64.8910', '5. volume': '2000'}"
,"{'1. open': '64.9390', '2. high': '65.0520', '3. low': '64.7820', '4. close': '64.8990', '5. volume': '1600'}"
,"{'1. open': '64.9700', '2. high': '65.0370', '3. low': '64.8120', '4. close': '64.8840', '5. volume': '100'}"
,"{'1. open': '65.0600', '2. high': '65.1270', '3. low': '64.9020', '4. close': '64.9740', '5. volume': '7500'}"
,"{'1. open': '64.9700', '2. high': '65.0970', '3. low': '64.7900', '4. close': '64.9440', '5. volume': '2300'}"
,"{'1. open': '64.9850', '2. high': '65.1120', '3. low': '64.8270', '4. close': '64.9590', '5. volume': '600'}"
,"{'1. open': '65.1500', '2. high': '65.2250', '3. low': '64.9920', '4. close': '65.0720', '5. volume': '10000'}"
,"{'1. open': '65.0750', '2. high': '65.1420', '3. low': '64.9170', '4. close': '64.9890', '5. volume': '100'}"
,"{'1. open': '65.0450', '2. high': '65.1120', '3. low': '64.8870', '4. close': '64.9590', '5. volume': '100'}"
,"{'1. open': '64.9850', '2. high': '65.0520', '3. low': '64.8270', '4. close': '64.8990', '5. volume': '100'}"
,"{'1. open': '64.9850', '2. high': '65.0520', '3. low': '64.8270', '4. close': '64.8990', '5. volume': '400'}"
,"{'1. open': '64.9850', '2. high': '65.0600', '3. low': '64.8270', '4. close': '64.9060', '5. volume': '1100'}"
,"{'1. open': '65.0670', '2. high': '65.1350', '3. low': '64.9100', '4. close': '64.9810', '5. volume': '100'}"
,"{'1. open': '65.0820', '2. high': '65.1500', '3. low': '64.8720', '4. close': '64.9440', '5. volume': '600'}"
,"{'1. open': '65.0450', '2. high': '65.1120', '3. low': '64.8870', '4. close': '64.9590', '5. volume': '100'}"
,"{'1. open': '64.8720', '2. high': '64.9390', '3. low': '64.6770', '4. close': '64.7490', '5. volume': '200'}"
,"{'1. open': '64.8190', '2. high': '64.8860', '3. low': '64.6400', '4. close': '64.7110', '5. volume': '600'}"
,"{'1. open': '64.7970', '2. high': '64.8860', '3. low': '64.6020', '4. close': '64.7110', '5. volume': '2500'}"
,"{'1. open': '64.7590', '2. high': '64.8260', '3. low': '64.6020', '4. close': '64.6740', '5. volume': '100'}"
,"{'1. open': '64.7220', '2. high': '64.8260', '3. low': '64.5650', '4. close': '64.6740', '5. volume': '700'}"
,"{'1. open': '64.7520', '2. high': '64.8190', '3. low': '64.5950', '4. close': '64.6660', '5. volume': '750'}"
,"{'1. open': '64.8340', '2. high': '64.9020', '3. low': '64.5500', '4. close': '64.6740', '5. volume': '1750'}"
,"{'1. open': '64.8940', '2. high': '64.9620', '3. low': '64.7150', '4. close': '64.7860', '5. volume': '600'}"
,"{'1. open': '64.9620', '2. high': '65.0370', '3. low': '64.7370', '4. close': '64.8240', '5. volume': '9600'}"
,"{'1. open': '65.0970', '2. high': '65.1650', '3. low': '64.9400', '4. close': '65.0120', '5. volume': '3000'}"
,"{'1. open': '65.5710', '2. high': '65.6620', '3. low': '65.4120', '4. close': '65.5070', '5. volume': '24300'}"
,"{'1. open': '65.5560', '2. high': '65.6620', '3. low': '65.3900', '4. close': '65.5070', '5. volume': '6400'}"
,"{'1. open': '65.5780', '2. high': '65.6460', '3. low': '65.3600', '4. close': '65.4770', '5. volume': '6760'}"
,"{'1. open': '65.5860', '2. high': '65.6540', '3. low': '65.3600', '4. close': '65.4320', '5. volume': '21108'}"
,"{'1. open': '65.6090', '2. high': '65.6770', '3. low': '65.4270', '4. close': '65.4990', '5. volume': '31200'}"
,"{'1. open': '65.6240', '2. high': '65.6920', '3. low': '65.4420', '4. close': '65.5140', '5. volume': '16900'}"
,"{'1. open': '65.6160', '2. high': '65.6920', '3. low': '65.4570', '4. close': '65.5370', '5. volume': '7500'}"
,"{'1. open': '65.6090', '2. high': '65.6840', '3. low': '65.4500', '4. close': '65.5220', '5. volume': '6800'}"
,"{'1. open': '65.6240', '2. high': '65.6990', '3. low': '65.4350', '4. close': '65.5370', '5. volume': '17400'}"
,"{'1. open': '65.6160', '2. high': '65.6840', '3. low': '65.4500', '4. close': '65.5300', '5. volume': '700'}"
,"{'1. open': '65.6460', '2. high': '65.7140', '3. low': '65.4570', '4. close': '65.5300', '5. volume': '3025'}"
,"{'1. open': '65.6540', '2. high': '65.7220', '3. low': '65.4870', '4. close': '65.5600', '5. volume': '1769'}"
,"{'1. open': '65.6310', '2. high': '65.7370', '3. low': '65.4720', '4. close': '65.5750', '5. volume': '5191'}"
,"{'1. open': '65.6460', '2. high': '65.7140', '3. low': '65.4650', '4. close': '65.5370', '5. volume': '6263'}"
,"{'1. open': '65.6460', '2. high': '65.7290', '3. low': '65.4800', '4. close': '65.5520', '5. volume': '2800'}"
,"{'1. open': '65.6990', '2. high': '65.7670', '3. low': '65.4950', '4. close': '65.5670', '5. volume': '6538'}"
,"{'1. open': '65.6910', '2. high': '65.7590', '3. low': '65.5020', '4. close': '65.6050', '5. volume': '12443'}"
,"{'1. open': '65.6990', '2. high': '65.7970', '3. low': '65.5250', '4. close': '65.6120', '5. volume': '36151'}"
,"{'1. open': '65.7060', '2. high': '65.7740', '3. low': '65.5320', '4. close': '65.6050', '5. volume': '4063'}"
,"{'1. open': '65.7290', '2. high': '65.8120', '3. low': '65.5320', '4. close': '65.6570', '5. volume': '28789'}"
,"{'1. open': '65.7810', '2. high': '65.8500', '3. low': '65.5620', '4. close': '65.6420', '5. volume': '21744'}"
,"{'1. open': '65.7740', '2. high': '65.8570', '3. low': '65.6070', '4. close': '65.7020', '5. volume': '27135'}"
,"{'1. open': '65.7440', '2. high': '65.8420', '3. low': '65.5700', '4. close': '65.6720', '5. volume': '16250'}"
,"{'1. open': '65.7210', '2. high': '65.8120', '3. low': '65.5620', '4. close': '65.6570', '5. volume': '11095'}"
,"{'1. open': '65.7060', '2. high': '65.7890', '3. low': '65.5250', '4. close': '65.6270', '5. volume': '27947'}"
,"{'1. open': '65.7660', '2. high': '65.8350', '3. low': '65.5470', '4. close': '65.6270', '5. volume': '21844'}"
,"{'1. open': '65.7660', '2. high': '65.8570', '3. low': '65.6070', '4. close': '65.6870', '5. volume': '11627'}"
,"{'1. open': '65.7890', '2. high': '65.8720', '3. low': '65.5850', '4. close': '65.6570', '5. volume': '7467'}"
,"{'1. open': '65.7590', '2. high': '65.8570', '3. low': '65.5920', '4. close': '65.7020', '5. volume': '12045'}"
,"{'1. open': '65.7510', '2. high': '65.8270', '3. low': '65.5770', '4. close': '65.6650', '5. volume': '31531'}"
,"{'1. open': '65.7590', '2. high': '65.8650', '3. low': '65.5770', '4. close': '65.6500', '5. volume': '19060'}"
,"{'1. open': '65.7590', '2. high': '65.8420', '3. low': '65.5770', '4. close': '65.6570', '5. volume': '13700'}"
,"{'1. open': '65.7290', '2. high': '65.8270', '3. low': '65.5700', '4. close': '65.6720', '5. volume': '16993'}"
,"{'1. open': '65.7510', '2. high': '65.8350', '3. low': '65.5770', '4. close': '65.6500', '5. volume': '20521'}"
,"{'1. open': '65.7360', '2. high': '65.8200', '3. low': '65.5700', '4. close': '65.6650', '5. volume': '9229'}"
,"{'1. open': '65.7360', '2. high': '65.8350', '3. low': '65.5700', '4. close': '65.6420', '5. volume': '9209'}"
,"{'1. open': '65.7510', '2. high': '65.8350', '3. low': '65.5770', '4. close': '65.6570', '5. volume': '7938'}"
,"{'1. open': '65.7590', '2. high': '65.8570', '3. low': '65.5400', '4. close': '65.6800', '5. volume': '1087467'}"
,"{'1. open': '65.8040', '2. high': '65.8720', '3. low': '65.6070', '4. close': '65.6800', '5. volume': '76880'}"
,"{'1. open': '65.7810', '2. high': '65.8720', '3. low': '65.5320', '4. close': '65.7170', '5. volume': '220585'}"
,"{'1. open': '65.7590', '2. high': '65.8500', '3. low': '65.5850', '4. close': '65.6800', '5. volume': '38816'}"
,"{'1. open': '65.7660', '2. high': '65.8570', '3. low': '65.5850', '4. close': '65.6800', '5. volume': '47792'}"
,"{'1. open': '65.7890', '2. high': '65.9100', '3. low': '65.5470', '4. close': '65.7170', '5. volume': '54384'}"
,"{'1. open': '65.8110', '2. high': '65.9020', '3. low': '65.6000', '4. close': '65.6720', '5. volume': '55697'}"
